
--- Run started at 2025-11-19T14:26:13.682776 ---

Searching for PRY files in: C:\Users\Max\Github\proigia_definition
[SKIPPED] ineen_ketenzorg_oz_2024_indic_aggregate.pry (contains ignored keyword)
[SKIPPED] ineen_ketenzorg_oz_2024_indic_column_properties.pry (contains ignored keyword)
[SKIPPED] ineen_ketenzorg_oz_2024_pl_column_properties.pry (contains ignored keyword)
[SKIPPED] ineen_ketenzorg_vvr_2023_indic_aggregate.pry (contains ignored keyword)
[SKIPPED] ineen_ketenzorg_vvr_2023_pl_column_properties.pry (contains ignored keyword)
[SKIPPED] ineen_ketenzorg_vvr_2024_indic_aggregate.pry (contains ignored keyword)
[SKIPPED] ineen_ketenzorg_vvr_2024_pl_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_astma_patientenlijst_53530098_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_copd_pl_53530047_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_coronair_lijden_pl_column_properties_53530098.pry (contains ignored keyword)
[SKIPPED] inkaarten_dementie_pl_53530098_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_epa_pl_cvrm_53530047_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_epa_pl_dm_53530047_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_af_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_astma_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_copd_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_dm_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_ggz_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_hf_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_hvz_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_os_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_oz_menzis_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_oz_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_vvr_53530312_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_vvr_overweeg_risico_53530312_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_vvr_risicoschatting_53530312_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_pl_vvr_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inkaarten_vvr_risicoscore_53533075_aggregate.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_af_aggregate.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_af_column_properties.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_cns_aggregate.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_cns_column_properties.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_copd_aggregate.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_copd_column_properties.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_dm_aggregate.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_dm_column_properties.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_hf_aggregate.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_hf_column_properties.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_hvz_aggregate.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_hvz_column_properties.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_vvr_aggregate.pry (contains ignored keyword)
[SKIPPED] innovatieset_ineen_vvr_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_chronische_zorg_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_chronische_zorg_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_cvrm_epa_53530047_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_cvrm_k91_53530047_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_cvrm_k91_53530047_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_declaratie_hartfalen_53530556_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_declaratie_hartfalen_53530556_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_declaratie_verdeling_v_1_0_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_declaratie_verdeling_v_1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_doelgroep_dbc_zonder_mw_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_doelgroep_dbc_zonder_mw_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_epa_patienten_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_epa_patienten_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_extractie_pko_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_izp_en_controlebeleid_53530240_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_izp_en_controlebeleid_53530240_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_ketenzorg_patienten_per_verzekeraar_2022_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_ketenzorg_patienten_per_verzekeraar_2022_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_ketenzorg_patienten_per_verzekeraar_2023_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_ketenzorg_patienten_per_verzekeraar_2023_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_lege_dossiers_53533096_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_lege_dossiers_53533096_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_lege_dossiers_53530004_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_lege_dossiers_53530004_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_lege_dossiers_v1_0_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_lege_dossiers_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_nultarief_verrichtingen_53530172_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_nultarief_verrichtingen_53530172_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_patienten_75plus_per_verzekeraar_2022_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_patienten_75plus_per_verzekeraar_2023_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_patienten_75plus_per_verzekeraar_2024_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_patienten_75plus_per_verzekeraar_2025_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_poh_ggz_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_poh_ggz_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_registratie_af_53530098_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_registratie_af_53530098_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_registratie_astma_53530098_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_registratie_astma_53530098_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_registratie_coronair_lijden_53530098_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_registratie_coronair_lijden_53530098_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_registratie_dementie_53530098_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_registratie_dementie_53530098_column_properties.pry (contains ignored keyword)
[SKIPPED] inzicht_verrichtingen_53533085_aggregate.pry (contains ignored keyword)
[SKIPPED] inzicht_verrichtingen_53533085_column_properties.pry (contains ignored keyword)
[SKIPPED] kinderen_met_adhd_aggregate.pry (contains ignored keyword)
[SKIPPED] kinderen_met_adhd_column_properties.pry (contains ignored keyword)
[SKIPPED] kind_adhd_medicatie-53530047_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_af_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_af_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_af_v3_0_gez_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_af_v3_0_gez_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_astma_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_astma_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_astma_v3_0_gez_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_astma_v3_0_gez_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_bbr_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_bbr_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_cl_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_cl_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_cns_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_cns_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_copdastma_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_copdastma_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_copd_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_copd_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_copd_v3_0_gez_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_copd_v3_0_gez_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_cvrm_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_cvrm_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_cvrm_v3_0_gez_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_cvrm_v3_0_gez_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_dementie_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_dementie_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_dm_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_dm_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_dm_v3_0_gez_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_dm_v3_0_gez_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_epa_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_epa_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_epa_v3_0_gez_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_epa_v3_0_gez_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_ind_ggz_jeugd_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_ind_ggz_jeugd_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_ind_ggz_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_ind_ggz_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_hartfalen_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_hartfalen_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_hvz_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_hvz_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_hvz_v3_0_gez_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_hvz_v3_0_gez_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_ind_osteoporose_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_ind_osteoporose_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] Kwartaalrapport_ind_oz_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_ind_oz_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] Kwartaalrapport_ind_oz_v3_0_gez_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_ind_oz_v3_0_gez_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_vvr_v3_0_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_vvr_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_vvr_v3_0_gez_aggregate.pry (contains ignored keyword)
[SKIPPED] kwartaal_ind_vvr_v3_0_gez_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_af_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_astma_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_bbr_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_cl_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_cns_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_copdastma_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_copd_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_cvrm_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaal_pl_dementie_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_dm_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_epa_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_ggz_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_hartfalen_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_hvz_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_osteoporose_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_oz_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] kwartaalrapport_pl_vvr_v3_0_column_properties.pry (contains ignored keyword)
[SKIPPED] uprim_aggregate.pry (contains ignored keyword)
[SKIPPED] uprim_column_properties.pry (contains ignored keyword)
[SKIPPED] mtvdp_53530025_aggregate.pry (contains ignored keyword)
[SKIPPED] mtvdp_53530025_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_astma_v1_2_kind_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_astma_v1_2_kind_pl_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_astma_v3_2_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_astma_v3_2_patientenlijst_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_astma_v3_3_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_astma_v3_3_patientenlijst_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_cns_v1_2_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_cns_v1_2_patientenlijst_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_copd_v3_2_aggregate.pry (contains ignored keyword)
[SKIPPED] ngh_copd_v3_2_patientenlijst_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_cvrm_hr_v1_10_indic_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_cvrm_hr_v1_10_pl_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_cvrm_hr_v1_9_indic_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_cvrm_hr_v1_9_pl_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_cvrm_hvz_v1_15_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_cvrm_hvz_v1_15_patientenlijst_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_cvrm_standaard_2024_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_dm_v1_16_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_dm_v1_16_patientenlijst_column_properties.pry (contains ignored keyword)
[SKIPPED] nhg_jaarverslag_v2_0_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_jaarverslag_v2_0_53530025_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_stoppen_met_roken_v1_1_aggregate.pry (contains ignored keyword)
[SKIPPED] nhg_stoppen_met_roken_v1_1_patientenlijst_column_properties.pry (contains ignored keyword)
[SKIPPED] npa_thema_audit_lab_column_properties.pry (contains ignored keyword)
[SKIPPED] npa_thema_audit_vv_aggregate.pry (contains ignored keyword)
[SKIPPED] npa_thema_audit_vv_column_properties.pry (contains ignored keyword)
[SKIPPED] ondersteuning_labaanvragen_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_53530047_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_53530083_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_53530098_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_53530099_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_53530277_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_53530329_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_53533096_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_53533156_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_ggz_53530007_0151_0210_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_integrale_ketenzorg_aggregate.pry (contains ignored keyword)
[SKIPPED] oproepagenda_integrale_ketenzorg_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_poh_ggz_covid_19_column_properties.pry (contains ignored keyword)
[SKIPPED] oproepagenda_v1_0_aggregate.pry (contains ignored keyword)
[SKIPPED] oproepagenda_v1_0_column_properties.pry (contains ignored keyword)
[SKIPPED] osteoporose_rapport_column_properties.pry (contains ignored keyword)
[SKIPPED] osteoporose_53530008_aggregate.pry (contains ignored keyword)
[SKIPPED] osteoporose_53530008_column_properties.pry (contains ignored keyword)
[SKIPPED] ouderenzorg_aggregate.pry (contains ignored keyword)
[SKIPPED] ouderenzorg_column_properties.pry (contains ignored keyword)
[SKIPPED] ouderenzorg_53530073_aggregate.pry (contains ignored keyword)
[SKIPPED] ouderenzorg_53530073_column_properties.pry (contains ignored keyword)
[SKIPPED] ouderenzorg_53533295_aggregate.pry (contains ignored keyword)
[SKIPPED] ouderenzorg_53533295_column_properties.pry (contains ignored keyword)
[SKIPPED] ouderenzorg_indicatoren_53530098_aggregate.pry (contains ignored keyword)
[SKIPPED] ouderenzorg_patientenlijst_53530098_column_properties.pry (contains ignored keyword)
[SKIPPED] overzicht_keten_kwartaaluitkomsten_aggregate.pry (contains ignored keyword)
[SKIPPED] overzicht_keten_kwartaaluitkomsten_column_properties.pry (contains ignored keyword)
[SKIPPED] patientenlijst_acp_column_properties.pry (contains ignored keyword)
[SKIPPED] patientenlijst_oz_en_andere_ketens_column_properties.pry (contains ignored keyword)
[SKIPPED] ps_declaratie_v2_1_dbc_aggregate.pry (contains ignored keyword)
[SKIPPED] ps_declaratie_v2_1_dbc_column_properties.pry (contains ignored keyword)
[SKIPPED] poh_ggz_consulten_per_mw_column_properties.pry (contains ignored keyword)
[SKIPPED] poh_ggz_kpi_ind_53533162_aggregate.pry (contains ignored keyword)
[SKIPPED] poh_ggz_kpi_ind_53533162_column_properties.pry (contains ignored keyword)
[SKIPPED] poh_ggz_kpi_ind_jeugd_53533162_aggregate.pry (contains ignored keyword)
[SKIPPED] poh_ggz_kpi_ind_jeugd_53533162_column_properties.pry (contains ignored keyword)
[SKIPPED] poh_ggz_kpi_pl_53533162_column_properties.pry (contains ignored keyword)
[SKIPPED] poh_ggz_kpi_pl_jeugd_53533162_column_properties.pry (contains ignored keyword)
[SKIPPED] ps_dbc_ouderen_inzicht_bepaal_aggregate.pry (contains ignored keyword)
[SKIPPED] registratiescan_chron_basiszorg_column_properties.pry (contains ignored keyword)
[SKIPPED] registratie_cvrm_bloeddrukmetingen_53530008_aggregate.pry (contains ignored keyword)
[SKIPPED] registratie_triglyceriden_epa_53530047_aggregate.pry (contains ignored keyword)
[SKIPPED] relatie_copd_hb_gold_53530008_aggregate.pry (contains ignored keyword)
[SKIPPED] rezisto_antibiotica_column_properties.pry (contains ignored keyword)
[SKIPPED] schildklierproblemen_column_properties.pry (contains ignored keyword)
[SKIPPED] smr_indicatoren_aggregate_53533295.pry (contains ignored keyword)
[SKIPPED] smr_indicatoren_column_properties_53533295.pry (contains ignored keyword)
[SKIPPED] tactic_follow_up_53530047_column_properties.pry (contains ignored keyword)
[SKIPPED] tactic_inkaarten_voor_mdo_53530047_aggregate.pry (contains ignored keyword)
[SKIPPED] tactic_inkaarten_voor_mdo_53530047_column_properties.pry (contains ignored keyword)
[SKIPPED] tactic_voorbereiden_op_mdo_53530047_column_properties.pry (contains ignored keyword)
[SKIPPED] top_25_ketenzorgpatienten_meeste_contacten_column_properties.pry (contains ignored keyword)
[SKIPPED] top_400_column_properties.pry (contains ignored keyword)
